codigo_emenda,nome_autor,tipo_autor,partido_autor,codigo_funcao,descricao_funcao,codigo_subfuncao,descricao_subfuncao,codigo_programa,descricao_programa,codigo_acao,descricao_acao,codigo_natureza_despesa,descricao_natureza_despesa,codigo_modalidade,descricao_modalidade,valor_empenhado
19970003-2024,vicentinho,deputado federal,pt,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,31,transferencias a estados e df - fundo a fundo,3400000.0
19970010-2024,vicentinho,deputado federal,pt,13,cultura,392,difusao cultural,5125,direito a cultura,20zf,promocao e fomento a cultura brasileira,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,1550000.0
19970003-2024,vicentinho,deputado federal,pt,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,2000000.0
19970004-2024,vicentinho,deputado federal,pt,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,4,investimentos,50,transferencias a inst. privadas s/ fins lucrativos,750000.0
19970013-2024,vicentinho,deputado federal,pt,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,3,outras despesas correntes,40,transferencias a municipios,1850000.0
19970022-2024,vicentinho,deputado federal,pt,21,organizacao agraria,631,reforma agraria,5136,"governanca fundiaria, reforma agraria e regularizacao de territorios quilombolas e de povos e comunidades tradicionais",211a,desenvolvimento e gestao ambiental para o publico da reforma agraria,3,outras despesas correntes,99,reserva de contingencia,0.0
19970019-2024,vicentinho,deputado federal,pt,11,trabalho,334,fomento ao trabalho,4006,economia popular e solidaria sustentaveis,215f,"fomento e fortalecimento da economia solidaria, associativismo e cooperativismo",3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,350000.0
19970005-2024,vicentinho,deputado federal,pt,10,saude,128,formacao de recursos humanos,5121,"gestao, trabalho, educacao e transformacao digital na saude",20yd,educacao e trabalho na saude,3,outras despesas correntes,90,aplicacoes diretas,550000.0
19970012-2024,vicentinho,deputado federal,pt,14,direitos da cidadania,422,"direitos individuais, coletivos e difusos",5837,"promocao da cidadania, defesa de direitos humanos e reparacao de violacoes",21g5,promocao e defesa dos direitos humanos para todos e reparacao de violacoes,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,0.0
19970018-2024,vicentinho,deputado federal,pt,19,ciencia e tecnologia,572,desenvolvimento tecnologico e engenharia,2304,"ciencia, tecnologia e inovacao para o desenvolvimento social",20up,apoio a projetos de tecnologia social e assistiva,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,0.0
19970004-2024,vicentinho,deputado federal,pt,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,4,investimentos,41,transferencias a municipios - fundo a fundo,300000.0
19970016-2024,vicentinho,deputado federal,pt,12,educacao,363,ensino profissional,5112,educacao profissional e tecnologica que transforma,20rg,"reestruturacao e modernizacao das instituicoes da rede federal de educacao profissional, cientifica e tecnologica",4,investimentos,90,aplicacoes diretas,246549.29
19970014-2024,vicentinho,deputado federal,pt,12,educacao,364,ensino superior,5113,"educacao superior: qualidade, democracia, equidade e sustentabilidade",8282,reestruturacao e modernizacao das instituicoes federais de ensino superior,3,outras despesas correntes,90,aplicacoes diretas,500000.0
19970009-2024,vicentinho,deputado federal,pt,13,cultura,392,difusao cultural,5125,direito a cultura,20zg,formulacao e gestao da politica cultural,3,outras despesas correntes,90,aplicacoes diretas,0.0
19970020-2024,vicentinho,deputado federal,pt,21,organizacao agraria,608,promocao da producao agropecuaria,5636,abastecimento e soberania alimentar,8622,"promocao do cooperativismo, associativismo e agroindustria para o desenvolvimento agropecuario e da agricultura familiar",3,outras despesas correntes,99,reserva de contingencia,0.0
19970007-2024,vicentinho,deputado federal,pt,08,assistencia social,244,assistencia comunitaria,5131,protecao social pelo sistema unico de assistencia social (suas),219g,estruturacao da rede de servicos do sistema unico de assistencia social (suas),3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,400000.0
19970020-2024,vicentinho,deputado federal,pt,21,organizacao agraria,608,promocao da producao agropecuaria,5636,abastecimento e soberania alimentar,8622,"promocao do cooperativismo, associativismo e agroindustria para o desenvolvimento agropecuario e da agricultura familiar",3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,300000.0
19970023-2024,vicentinho,deputado federal,pt,21,organizacao agraria,127,ordenamento territorial,5136,"governanca fundiaria, reforma agraria e regularizacao de territorios quilombolas e de povos e comunidades tradicionais",210x,apoio ao desenvolvimento territorial sustentavel a inclusao produtiva e a infraestrutura rural,4,investimentos,99,reserva de contingencia,0.0
19970011-2024,vicentinho,deputado federal,pt,14,direitos da cidadania,422,"direitos individuais, coletivos e difusos",5812,promocao e defesa dos direitos das pessoas lgbtqia+,21g2,promocao e defesa dos direitos das pessoas lgbtqia+,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,200000.0
19970021-2024,vicentinho,deputado federal,pt,21,organizacao agraria,606,extensao rural,1191,agricultura familiar e agroecologia,21b6,assistencia tecnica e extensao rural,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,200000.0
19970007-2024,vicentinho,deputado federal,pt,08,assistencia social,244,assistencia comunitaria,5131,protecao social pelo sistema unico de assistencia social (suas),219g,estruturacao da rede de servicos do sistema unico de assistencia social (suas),4,investimentos,41,transferencias a municipios - fundo a fundo,0.0
19970015-2024,vicentinho,deputado federal,pt,12,educacao,364,ensino superior,5113,"educacao superior: qualidade, democracia, equidade e sustentabilidade",20gk,"fomento as acoes de graduacao, pos-graduacao, ensino, pesquisa e extensao",3,outras despesas correntes,90,aplicacoes diretas,0.0
19970016-2024,vicentinho,deputado federal,pt,12,educacao,363,ensino profissional,5112,educacao profissional e tecnologica que transforma,20rg,"reestruturacao e modernizacao das instituicoes da rede federal de educacao profissional, cientifica e tecnologica",3,outras despesas correntes,90,aplicacoes diretas,0.0
19970008-2024,vicentinho,deputado federal,pt,08,assistencia social,244,assistencia comunitaria,5134,cuidado e acolhimento de usuarios e dependentes de alcool e outras drogas,21fr,apoio e acolhimento objetivando a reinsercao de usuarios e dependentes de alcool e drogas,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,100000.0
19970006-2024,vicentinho,deputado federal,pt,10,saude,571,desenvolvimento cientifico,5120,"pesquisa, desenvolvimento, inovacao, producao e avaliacao de tecnologias em saude",21ed,fortalecimento do programa nacional de genomica e saude de precisao - genomas brasil,3,outras despesas correntes,30,transferencias a estados e ao distrito federal,0.0
19970010-2024,vicentinho,deputado federal,pt,13,cultura,392,difusao cultural,5125,direito a cultura,20zf,promocao e fomento a cultura brasileira,3,outras despesas correntes,40,transferencias a municipios,0.0
19970012-2024,vicentinho,deputado federal,pt,14,direitos da cidadania,422,"direitos individuais, coletivos e difusos",5837,"promocao da cidadania, defesa de direitos humanos e reparacao de violacoes",21g5,promocao e defesa dos direitos humanos para todos e reparacao de violacoes,4,investimentos,50,transferencias a inst. privadas s/ fins lucrativos,0.0
19970010-2024,vicentinho,deputado federal,pt,13,cultura,392,difusao cultural,5125,direito a cultura,20zf,promocao e fomento a cultura brasileira,4,investimentos,50,transferencias a inst. privadas s/ fins lucrativos,0.0
37750005-2024,vicentinho junior,deputado federal,pp,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,11500000.0
37750009-2024,vicentinho junior,deputado federal,pp,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,10250000.0
37750004-2024,vicentinho junior,deputado federal,pp,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,1911745.0
37750006-2024,vicentinho junior,deputado federal,pp,10,saude,301,atencao basica,5119,atencao primaria a saude,8581,estruturacao da rede de servicos de atencao primaria a saude,4,investimentos,41,transferencias a municipios - fundo a fundo,1887023.0
37750007-2024,vicentinho junior,deputado federal,pp,10,saude,301,atencao basica,5119,atencao primaria a saude,8581,estruturacao da rede de servicos de atencao primaria a saude,4,investimentos,41,transferencias a municipios - fundo a fundo,1887023.0
37750016-2024,vicentinho junior,deputado federal,pp,05,defesa nacional,244,assistencia comunitaria,6111,cooperacao da defesa para o desenvolvimento nacional,1211,implementacao de infraestrutura basica nos municipios da regiao do calha norte,4,investimentos,32,execucao orcamentaria delegada aos estados/df,1152000.0
37750021-2024,vicentinho junior,deputado federal,pp,27,desporto e lazer,812,desporto comunitario,5126,esporte para a vida,00sl,"apoio a implantacao e modernizacao de infraestrutura para esporte amador, educacional, recreativo e de lazer",4,investimentos,40,transferencias a municipios,1100000.0
37750010-2024,vicentinho junior,deputado federal,pp,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,1000000.0
37750023-2024,vicentinho junior,deputado federal,pp,06,seguranca publica,181,policiamento,5116,seguranca publica com cidadania,21bm,"desenvolvimento de politicas de seguranca publica, prevencao e enfrentamento a criminalidade",4,investimentos,30,transferencias a estados e ao distrito federal,0.0
37750019-2024,vicentinho junior,deputado federal,pp,12,educacao,364,ensino superior,5113,"educacao superior: qualidade, democracia, equidade e sustentabilidade",0048,apoio a entidades de ensino superior nao federais,4,investimentos,30,transferencias a estados e ao distrito federal,0.0
37750015-2024,vicentinho junior,deputado federal,pp,15,urbanismo,244,assistencia comunitaria,2317,desenvolvimento regional e ordenamento territorial,00sx,apoio a projetos de desenvolvimento sustentavel local integrado,4,investimentos,90,aplicacoes diretas,39752.65
37750001-2024,vicentinho junior,deputado federal,pp,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,31,transferencias a estados e df - fundo a fundo,500000.0
37750003-2024,vicentinho junior,deputado federal,pp,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,31,transferencias a estados e df - fundo a fundo,500000.0
37750002-2024,vicentinho junior,deputado federal,pp,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,31,transferencias a estados e df - fundo a fundo,500000.0
